t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4
0.0945,7.7275771,0,9.7721632,1.226251,1.3831372,1.6567831,2.5038646
0.095,7.6334593,0,8.8677794,1.2203082,1.3768252,1.6498742,2.4769353
0.0955,7.5405783,0,7.9089404,1.2143798,1.3705277,1.6429797,2.4502625
0.096,7.4488918,0,6.9140621,1.2084659,1.3642446,1.6360997,2.42382
0.0965,7.3583598,0,5.9047193,1.2025663,1.3579759,1.6292341,2.3975591
0.097,7.2689443,0,4.9048857,1.1966813,1.3517217,1.6223829,2.3714281
0.0975,7.1806096,0,3.9398654,1.1908106,1.3454818,1.6155462,2.345389
0.098,7.0933215,0,3.0350894,1.1849544,1.3392565,1.6087239,2.3194279
0.0985,7.0070479,0,2.2149143,1.1791127,1.3330455,1.601916,2.2935546
0.099,6.9217581,0,1.5015134,1.1732853,1.326849,1.5951226,2.267796
0.0995,6.8374231,0,0.91390074,1.1674724,1.320667,1.5883436,2.2421845
0.1,6.7540153,0,0.46710927,1.161674,1.3144993,1.5815791,2.2167463
0.1005,6.6715084,0,0.17153952,1.15589,1.3083461,1.574829,2.1914946
0.101,6.5898776,0,0.032513365,1.1501204,1.3022074,1.5680933,2.1664272
0.1015,6.509099,0,0.050079126,1.1443652,1.2960831,1.5613721,2.1415298
0.102,6.4291501,0,0.21911388,1.1386245,1.2899732,1.5546653,2.1167825
0.1025,6.3500093,0,0.5297456,1.1328982,1.2838777,1.5479729,2.0921673
0.103,6.2716562,0,0.96807493,1.1271864,1.2777967,1.541295,2.0676733
0.1035,6.194071,0,1.5171251,1.1214889,1.2717301,1.5346315,2.043299
0.104,6.1172352,0,2.1579052,1.115806,1.265678,1.5279824,2.0190511
0.1045,6.0411309,0,2.8704481,1.1101374,1.2596403,1.5213478,1.9949412
0.105,5.9657411,0,3.6346912,1.1044833,1.253617,1.5147276,1.9709811
0.1055,5.8910494,0,4.4311041,1.0988437,1.2476081,1.5081218,1.947179
0.106,5.8170404,0,5.2410198,1.0932184,1.2416137,1.5015305,1.9235377
0.1065,5.7436991,0,6.0466948,1.0876076,1.2356338,1.4949536,1.9000541
0.107,5.6710112,0,6.8311734,1.0820113,1.2296682,1.4883912,1.8767217
0.1075,5.5989632,0,7.5780723,1.0764293,1.2237171,1.4818431,1.8535329
0.108,5.5275418,0,8.2714086,1.0708618,1.2177805,1.4753096,1.8304819
0.1085,5.4567347,0,8.8955774,1.0653088,1.2118582,1.4687904,1.8075657
0.109,5.3865298,0,9.4355441,1.0597701,1.2059504,1.4622857,1.7847852
0.1095,5.3169154,0,9.8772642,1.054246,1.2000571,1.4557954,1.7621439
0.11,5.2478806,0,10.208292,1.0487362,1.1941782,1.4493196,1.7396465
0.1105,5.1794147,0,10.418491,1.0432409,1.1883137,1.4428582,1.717297
0.111,5.1115074,0,10.500745,1.03776,1.1824636,1.4364112,1.6950976
0.1115,5.0441489,0,10.451551,1.0322936,1.176628,1.4299787,1.6730487
0.112,4.9773298,0,10.271407,1.0268416,1.1708068,1.4235606,1.6511482
0.1125,4.9110408,0,9.964936,1.021404,1.1650001,1.4171569,1.6293934
0.113,4.8452734,0,9.5407236,1.0159808,1.1592078,1.4107677,1.6077817
0.1135,4.7800189,0,9.0109041,1.0105721,1.1534299,1.4043929,1.5863112
0.114,4.7152692,0,8.3905435,1.0051779,1.1476665,1.3980326,1.5649814
0.1145,4.6510164,0,7.6969036,0.99979803,1.1419175,1.3916866,1.5437932
0.115,4.587253,0,6.9486675,0.99443263,1.1361829,1.3853551,1.5227482
0.1155,4.5239716,0,6.1652018,0.98908167,1.1304628,1.3790381,1.5018481
0.116,4.4611651,0,5.3659101,0.98374515,1.1247571,1.3727355,1.4810942
0.1165,4.3988267,0,4.5697069,0.97842305,1.1190658,1.3664473,1.4604869
0.117,4.3369497,0,3.7946201,0.9731154,1.113389,1.3601736,1.4400261
0.1175,4.2755276,0,3.0575056,0.96782218,1.1077266,1.3539143,1.4197106
0.118,4.2145544,0,2.3738475,0.96254339,1.1020786,1.3476694,1.3995396
0.1185,4.1540239,0,1.75761,0.95727904,1.0964451,1.3414389,1.379512
0.119,4.0939303,0,1.2211102,0.95202913,1.090826,1.3352229,1.3596274
0.1195,4.034268,0,0.77488815,0.94679365,1.0852214,1.3290214,1.339886
0.12,3.9750314,0,0.42755983,0.9415726,1.0796312,1.3228342,1.3202881
0.1205,3.9162154,0,0.18565225,0.93636599,1.0740554,1.3166616,1.3008345
0.121,3.8578145,0,0.053428995,0.93117382,1.068494,1.3105033,1.2815257
0.1215,3.799824,0,0.032723173,0.92599608,1.0629471,1.3043595,1.2623621
0.122,3.7422388,0,0.12279972,0.92083278,1.0574147,1.2982301,1.2433436
0.1225,3.6850542,0,0.32027012,0.91568392,1.0518966,1.2921151,1.2244702
0.123,3.6282657,0,0.61908083,0.91054948,1.046393,1.2860146,1.2057413
0.1235,3.5718687,0,1.0105918,0.90542949,1.0409039,1.2799285,1.1871566
0.124,3.5158588,0,1.4837541,0.90032393,1.0354291,1.2738569,1.1687157
0.1245,3.4602319,0,2.0253883,0.8952328,1.0299688,1.2677997,1.1504187
0.125,3.4049837,0,2.6205539,0.89015611,1.024523,1.2617569,1.1322657
