t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.0855,24.628757,0.00053921507,21.142209,0.016279696,0.060774589,0.0079158959,0.002736266,0.28914353,0.014997923,0.009698617,4.1499941
0.086,24.335305,0.00059065288,20.895366,0.017080949,0.073166039,0.051451177,0.041436485,0.431078,0.015742644,0.010299255,4.3314892
0.0865,24.069798,0.00059524053,20.700729,0.01790145,0.12538738,0.1441495,0.15967655,0.55050173,0.01650541,0.010917937,4.5201662
0.087,23.824785,0.00054316012,20.520841,0.018741197,0.22213984,0.27268744,0.30678282,0.61691798,0.01728622,0.011554663,4.763374
0.0875,23.596342,0.00044687418,20.320201,0.019600193,0.33796629,0.41079466,0.4488574,0.62811128,0.018085074,0.012209433,5.0964948
0.088,23.383186,0.00032918102,20.069071,0.020478435,0.44194602,0.52992886,0.56554717,0.61119852,0.018901972,0.012882248,5.5376968
0.0885,23.183051,0.00027925488,19.750569,0.021375924,0.51755072,0.61141799,0.64349206,0.60034532,0.019736914,0.013573107,6.0918816
0.089,22.993484,0.00030188314,19.385729,0.022292661,0.5632612,0.65066185,0.67813652,0.59568024,0.020589901,0.01428201,6.7540669
0.0895,22.813149,0.00031604918,19.00407,0.023228645,0.5850744,0.65433435,0.67584151,0.59161203,0.021460932,0.015008958,7.5120968
0.09,22.645134,0.00032364056,18.619262,0.024183876,0.57634581,0.64910569,0.67100173,0.58551863,0.022350008,0.015753949,8.348059
0.0905,22.485406,0.00032699277,18.244833,0.025158355,0.57026777,0.64423555,0.66623317,0.57859019,0.023257127,0.016516986,9.2392478
